reviews_name,reviews_text,reviews_reviewer,reviews_date,reviews_stars
"Samsung Galaxy S8 Plus hangs , use less phone , dont buy!","Phone just hangs and opens and closes many apps suddenly , goes unresponsive , I had to restart once to get it out of this problem . This happens once in two days ! I took it to the nearest service center , they completely reset software , I lost all my data. I still have the same issue. I am afraid of taking it again to the service center as they would reset software again and I will lose data . I am usually a Mi fan , I went for Samsung this time to see the difference and I am very very dissatisfied. Please dont buy costly phones from Samsung what they give you is only cheap quality maximizing their profits.",Amazon Customer,1 September 2018,1.0 out of 5 stars
Excellent Buy Totally Satisfied,Excellent Excellent Excellent these are the words i can say about this phone first of alll i looked for a phone which fulfills all my needs i need huge ram it has 6gb ram i need large 18:9 screen it has 6 inch screen it has full hd plus and it has ip68 water and dust resistant it has 2.5d curved glass corning gorilla glass protected and massive 3500 mah battery equals to 5000 mah in normal phones with quick charge support and samsung brand i compared oneplus 5t and honor view 10 i loved samsung galaxy a8 plus it has dual selfie camera and both front and back cameras are amazing despite of huge screen you can handle it in one hand,Sj,12 February 2018,5.0 out of 5 stars
Issue with Camera Quality,Seeing a problem in pictures while zooming. Picture is shown as blurred image. Clarity is missing. Doubting on camera quality.,Amazon Customer,8 April 2018,1.0 out of 5 stars
One Star,Recived the product with scratch's on screen,Shoaib dawood,8 April 2018,1.0 out of 5 stars
Five Stars,Very good phone nice display and amazing battery life. It also has a good cammera ans beautyful body desine.,Ansh tiwari,15 February 2018,5.0 out of 5 stars
Mobile phone is is excellent. Build in quality is very good,"Mobile phone is is excellent.
Build in quality is very good.
Just problem is it's side edges. They are very thick than that are shown in the picture by Samsung. Probably they are of note 8. So just be careful about it. Otherwise it's very good phone with primium look.",Ashok,3 March 2018,4.0 out of 5 stars
One of the best mechine I ever used i already have a one ...,Trust me guys.. One of the best mechine I ever used i already have a one plus 5t this phone gives me a slightly better battery life as compared to the one plus 5t screen quality is the best I've ever seen from camera is I think it's best great job by Samsung back camera is also good performance wise i am heavy gamer and it handles every game on play store without any issues heating problem is almost nothing.. Thanks samsung for this great package,Amazon Customer,4 February 2018,5.0 out of 5 stars
Amazing ! Better than 5T because IP68 water resistance certified,Amazing Phone . IP68 certification is the best combination with the Dual front camera for amazing underwater selfies ! 6GB RAM for seemless gaming and the phone never hung even once while gameplay. Display is huge and awesome for YouTube and movies. Speaker placement could have been better but that's okay !,astakshar,27 January 2018,5.0 out of 5 stars
"The phone is awesome, except some things like the ram management can ...","The phone is awesome, except some things like the ram management can be more good like one plus 5t , the ram is only 2.6 or 3 available out of 6 gb, so poor ram management, Battery can be more improved with some updates and the face recognition could be more faster . I am experiencing a sound cut while playing games or while recieving whatsapp notifications. So it should be fixed i dont k ow what it is.Its better to buy Oneplus 5T",Vasudev Soni,25 January 2018,4.0 out of 5 stars
it's worthy for that range.,"Display is really stunning...
Battery working for long time n charges quickly
Camera performance superb n main thing is voice control I like it really...
RAM 6GB worth for money.
No heating problem....
.face lock it needs attention to hold phone few seconds....in front of face.
some times touch not responding.....quickly.....
Dual SIM but only one SIM preferable for 4G.LTE.",AG Bhaskar Reddy,13 April 2018,4.0 out of 5 stars
Worst.. worster.. worstest.. frustration,It is worst phone from Samsung. I bought it from shop.. after one month I am giving review. Heating issue is high. Being a lecturer I don't use this phone up to evening. But battary would be dried out. We could not understand y samsung made this. First time in my life was cheated by its look.. worst don't don't buy it..Network also dead slow..,Amazon Customer,30 June 2018,1.0 out of 5 stars
Four Stars,"PROS
Excellent look..
Good battery backup
Excellent display
Samsung pay
Water & dust resistant
CONS
Slightly overpriced
Camera is not up to mark
OVERALL GOOD PACKAGE BY SAMSUNG
using from last one month without any issue",Manish,26 April 2018,4.0 out of 5 stars
Worst phone ever....,Very very bad phone...battery life is v v poor...the phone hangs a lot...touch screen is extremely bad...pls don't waste money on this phone...it's not worth more than 7-8 thousand rupees....Samsung mobiles are the worst....,Manjul M Singh,1 July 2018,1.0 out of 5 stars
The best phone!,"It is one of the best phone till now. Battery lasts upto very long, camera is awesome but unfortunately the back camera doesn't have portrait mode but no worries overall it clicks best pictures. And this phone is better than one plus 5 .",Ankit kumar,24 January 2018,5.0 out of 5 stars
SAMSUNG FINALLY MAKE ITS SELFIES AWESOME IN A ACCEPTABLE PRICE.,"It's a good phone. Camera quality is nice. But still does not shoot 4k videos. It is not fast enough for 6 gb of ram. Even does not have slow motion video recording and compass too. Looks classy, but u will have to put it in the plastic case, which comes with it, otherwise the glass looks very odd due to finger prints. N face unlock n finger print unlock are not as fast as that of oneplus 5 or one plus 5t. But all over if u r looking for a phone which looks good N works nice n also looking for
good after services( Samsung services are quite good) then u may go for SAMSUNG GALAXY A8+. I will give it a rating of 7.5/10.",Anand maheshwari,24 January 2018,4.0 out of 5 stars
One Star,I received a product with crack on bottom side...but return is closed noe,karthi,24 April 2018,1.0 out of 5 stars
Worst mobile,Not worth it . Very slow. Even hang several time. Waste of money. In this budget you will get more superior mobile. I don't have option so giving * single star. Please don't buy such mobile and waste your money. Yes 1 more I have experienced with two phone as 1st one don't work on 1st day so replace and get new one but the story is same with both mobile.,Dharmesh Patel,26 April 2018,1.0 out of 5 stars
It's just like a normal phone not like those with infinite displays,The bezel is nothing as shown in the image. It's just like a normal phone not like those with infinite displays. With the money price tag Samsung has put for this phone Bixby voice would have been an expected feature (seriously hope that they provide it in an update) . Apart from that the phone is as described and fair value for the price.,P. R.,23 February 2018,3.0 out of 5 stars
Samsung galaxy A8 plus review,Phone performance is very good i like this speed and Camera is good but not better then s8 and live image captured better photo. It's good phone in a budget phone.so I will give 3 of 5 stars in this phone.,ankit kumar,15 February 2018,3.0 out of 5 stars
A phone with compromised camera and processor.. An insult to its pricing,"Many has praised this phone enough. Now it's time to criticise when you spend 31.5k on a phone instead of typical 20 to 25k I usually spend. I will mostly talk about day to day problems which matters most to everyone. I was in dire need of a decent camera phone for my upcoming travel then. The 6 gb ram and dual selfie made me buy this phone, I also simply expected that rear camera, my primary need, would be without problems. Well this is where Samsung screwed up which still bothers me until today.
CAMERA:
The front and rear camera both do not have Optical Image Sensor and therefore all those people who do not have very stable hand will suffer from blur photographs and even more blur in low light. Not to me but blur selfies can be even more insulting with a group and a big let down for selfie enthusiasts. In my recent travel, even after due care while taking pictures, 10% of the total pictures from my bulk are still blur and I have yet to delete them from the gallery. Writing this after 2 months seriously this phone's rear camera sucks big time. Many photos taken are blur especially when taken by someone like my mother. Lack of OIS reflects in your daily photography headache. Shame for its price, this phone does not deserve the value they took from the customers. This is some kind of loot in the name of big screen and glass body. After contacting Samsung, they are replying with their stupid templates as if there is no human to understand and accept the problem.
PROCESSOR:
Yon know Samsung UI. It is a blessing and headache at the same time. Thanks to Android hunger for RAM and Samsung contribution in further exploitation of the same. There are lot of Samsung apps which are not useful for everyone which needs RAM and processor usage in the background. Samsung do not care and they still stuff the crap up the phone's throat. As you know Samsung believe in giving quantity instead of quality just like they launch a new phone model every quarter. They could not control ram usage so they gave 6 gb ram. Thank god! I would never buy a Samsung's true smartphone with 4 gb ram. But even after giving 6 gb ram Samsung still screwed up here as well by using some low end processor found in cheaper phones. The 2 year old s7 still leads in benchmarking against this phone. Do check processor specs before you buy this phone. That is why the not so fast processor chipset heats up the phone when I use GPS and stream music via bluetooth at the same time in the car. It is simply because the low power processor used is unable to give enough power to modern OS resulting in overload on the whole chipset and therefore more heat to cope up. Another shame it is!
SPEAKER:
I need to watch video sometimes for learnings and entertainment but the speaker volume is not enough for outdoors. For indoor it is ok but not acceptable for this class of phone. No dolby and loudness enhancement to fix this. Another backward hardware it is.
MISC:
There is no wireless charging. Screen glass & back is not much scratch resistant, I already see micro scratches caused from the in-box provided case. World is moving to shock proof screens and I expect at least a better gorilla glass here if they have gone for glass body. Samsung did not share the type of glass used in their spec sheet. Its also a fingerprint magnet.
My mistake is I did not do enough research on specs of camera and processor and bought it too soon on launch. At this price point such blunders are not acceptable, but Samsung is Samsung.
Three less stars for three big problems mentioned above.
I would not criticize about big form factor, low screen resolution or phone still on nougat because I already knew that. If anyone is a Samsung fan and need a good budget phone today then they should go for Samsung S7 which is still a very good camera phone with surprisingly better processor & screen than this phone at much cheaper price.",Abhishek Malik,11 March 2018,2.0 out of 5 stars
Five Stars,All rounder phone but slightly heavier side,Balachandra,26 January 2018,5.0 out of 5 stars
The phone just looks awesome and premium,"The phone just looks awesome and premium. Thanks Amazon for delivering me happiness. It just is amazing, may it be the camera or the fingerprint sensor, everything just wows me.",nikesh kumar behera,7 March 2018,5.0 out of 5 stars
Five Stars,A phone More than expectations.😍,Nilesh Makhija,6 February 2018,5.0 out of 5 stars
Good option for Selfie Lovers,"Its a decent model for the price range. It beats other phones in the segment with build quality and look n feel. The SAMOLED display is awesome. The processor is doing a great job in terms of performance and 6 GB RAM is sufficient. These where the things I liked. When it comes to camera, I'm disappointed with rear camera performance. It works fine in outdoor sunlight, but in artificial light and low light, it struggles. Front facing camera is good, but not excellent. It doesn't provide a wide angle except with software support. Also there is no 4K recording in both cameras even though the hardware is capable. Battery last for more than a day with daily use and 4G connected throughout.",Vivek,13 February 2018,3.0 out of 5 stars
One of the best phones I have used so fast,"One of the best phones I have used so fast. Super fast, excellent design, premium looks. Camera too is good, though i am not able to see the effects of dual front camera but they work well.
Its a 5-start phone, go for it.",Chandru HSR,5 March 2018,5.0 out of 5 stars
Amazing phone. Feels premium and a really good display,Amazing phone. Feels premium and a really good display. Dual camera front setup is also good. Just wished that Samsung should have given all the bixby features that are there in s8 and note 8. Right now only bixby home and vision are available.,Rohan Bhutani,27 February 2018,5.0 out of 5 stars
One Star,It's bad n I got a defective piece so don't buy any cell phone from Amazon.in,Manishdiwani,14 April 2018,1.0 out of 5 stars
A poor man’s S8+,"This marvel by Samsung is a revolution in the mid ranger category for smartphones. So let me focus on the order of unboxing to the device itself.
1. Out of the box this device has a stunning FHD+ sAMOLED display and a gorgeous but not so fingerprint and sumdge proof back panel. The good thing is the back cover which is inclusive.
2. The device runs on Android nougat out of the box is a bit disappointing but as per Samsung it’s next in line only after the S8 and note 8 to get the Oreo updates.
3. The UI and the performance is fluidic with the on board 6 gb of ram. This device has a great single core and multicore performance which is the best in this category.
4. Samsung Pay is a great thing.
5. The cameras are great for the category.
6. The fingerprint sensor is nicely placed. The facial recognition is two factor and not smooth.
7. The weight is a bit on the higher side but all flagships are anyway.
8. The size of the device makes you use two hands but the display does say 6.0 inches which you already know while buying. So it’s bogus to complain over the size. It’s like asking for note 8 in the size of iPhone SE.
All and all a great device and gives one plus 5t and honor view 10 a tough time.",Tushar,24 January 2018,5.0 out of 5 stars
Dead after one Month,"My New Samsung A8+ is dead after one month
purchased on 26 April and dead on 6th June",Sumit,6 June 2018,1.0 out of 5 stars
Five Stars,Excellent mobile good battery backup and very fast charging good samsung,Amazon Customer,24 January 2018,5.0 out of 5 stars
A8+👍,"Great low budget phone with high configuration. I like samsung pay feature for going cashless, Enhance expandable memory, front-back glass body, IP68 water resistance and dust proof, Front duel selfie camera, Face unlock, full HD display, Exynos fast processor and strong hardware. Infinity is better than notch display. In notch display we cant play game properly, we doesn't get proper screenshot
Smart cafe provide better service than online shop.",Chandrahas N.,16 June 2018,5.0 out of 5 stars
Poor device samsung seriously needs to look into the matter or will loose its customer base,It is creating problem since it was bought initially I thought it was an odd issue but often there is an audio problem or the phone doesn't start,Amazon Customer,21 March 2018,1.0 out of 5 stars
Five Stars,Awesm mobile quility display speed etc everything is awesm,SHAFEE NABU SAYED,6 February 2018,5.0 out of 5 stars
Five Stars,amazing phone feels a premium,HARENDRA SINGH,24 January 2018,5.0 out of 5 stars
Fantastic Product.,"Really have to say it's a great phone have been using this phone from last 10 days.
Already in love with the phone.
Amazing phone with all required features which will make you happy.",Amazon Customer,15 March 2018,5.0 out of 5 stars
Good mobile in this rate,Good mobile in this rate camera quality litte bad performance good Bixby Samsung pay 6gp ram 64gp internal memory front camera performance good,sathis,29 January 2018,4.0 out of 5 stars
Incredible,Writing this review after a month ... in simple words 1+5T you have a huge competetion in market now.... much more awesome than 1+5T,Amazon Customer,1 March 2018,5.0 out of 5 stars
Amazing Stuff read. full review,"5stars This Is The coolest smartphone under 35k feels very rich and premium The camera is damn hot specially front But they should have Gived The dual camera In Back side But its good ....Smooth And nice superamoled display Infinty display Good Facial scanner is fast as well as finger print battery backup is great and You have fast charging facility too....So In my Opinion If You want To Buy a Smartphone in this range blindly buy this One ..I will prefer it above 1+5t
5stars",Varun,16 April 2018,5.0 out of 5 stars
Superb phone. VFM,"Have been using A8plus for 2 weeks now. I just love this phone. It has looks of flagship phone and performance is good too. Battery lasts 10 hrs after heavy usage. Front camera superb, back camera is good. Complete VFM",Bunny,2 February 2018,5.0 out of 5 stars
Flagship killer,"As good as other flagship phones by samsung
Writing after 24 hrs -:
☆Fast processor - no lag while playing high end games like asphalt 8
☆nice camera performance
☆full charge time 90 min
☆No heating issue
☆Nice display[infinity]
☆Samsung Pay with Knox
☆Dual front camera
☆6 Gb Ram Fast enough
Cons- Glass body so requires more care but gives a premium fell
☆ not have dual back camera but if someone investing 32k on mobile can easily afford a DSLR. But have a dual selfie camera as u cant click a selfie with dslr.
• plz dont campare it with oneplus or honour as you are also getting samsung branding , Quality nd Security
Go for it if you are looking for a mid range device
Thankyou",harshit raj,24 January 2018,5.0 out of 5 stars
Better than one plus 5t,Value for money ....compare with 5t having same features but Samsung having better service and one plus having service issues ...,Mukul Gupta,27 February 2018,5.0 out of 5 stars
One Star,Many isdues with performance..dnt buy it,Amazon Customer,22 March 2018,1.0 out of 5 stars
A good all rounder,A perfect alternate to OP5t if you are not into stock android and like the samsung UI.,Amazon Customer,28 January 2018,5.0 out of 5 stars
Samsung A8+ is very good phone. Battery backup is not that good,"Samsung A8+ is very good phone. Battery backup is not that good, but this time Samsung has given a premium look to the phone, it looks very good.. Compare to OnePlus 5T , you will miss 4K video and Camera quality, but Samsung has given one of the best Selfie camera in this. Due to Brand value I have taken this compare to OnePlus 5T, & I have made the right decision..",Amazon Customer,9 February 2018,5.0 out of 5 stars
Awsum,"Ordered this phone on the very first day was eagerly waiting for its release.
Thanks to Amazon for delivering it on time..
From the very beginning i was sure that i will only buy Samsung brand despite tough competition from One plus 5T and Honor 10 x i choosed Samsung A8+ coz of the brand name..
Battery life is normal with fast charging support with usb type c port which fully charges the phone in hour and a half.
Front camera is superb with bokeh effect now you can blur ur background using live focus mode and with added AR stickers you can bring life to your features..
Performance is awsum despite not having snapdragon processor supported by 6GB of ram i faced no problem at all playing high end games like GTA etc..
Stunning looks with infinity display back side with glass and sides protected with metal body and resembles quite similar with Samsung Note 8.
Advise you to buy black colour looks stunning if u r a boy and girls can go with golden depending on ur choice..
Highly reccomended still not getting oreo update bur samsung will uodate it soon..
Thanks..",Mohsin,24 March 2018,4.0 out of 5 stars
Picking up problem.,There's a problem in picking up the phone when there is a call and the phone screen is locked.,DR SOMANATH DASH,12 April 2018,2.0 out of 5 stars
Good pH,Nice ph under 33k also over all performance good and camera performance was not as per exception,Rakesh Karjisana,2 March 2018,4.0 out of 5 stars
🤞HELLO WATCHERS ITS SAMSUNG GALAXY A8+🤞,"having a great experience after using it about a day, feels good,looks wise really good,performence it makes its turn on its way these days,u will never feel sad because it make u happy by the way go for it,place ur hands under it,u will definitely feel the thing u need,never compare it with few competes which have been running with it, because it had its own charm
☺#####🤞HAPPY SHOPPING GUYS🤞#####☺",sai yeswanth,24 January 2018,5.0 out of 5 stars
Nice Piece of Technology,One of the best Samsung has made in budget range... but a bit heavy... anyways I liked it and it's just perfect for me.,Keya MD,7 February 2018,5.0 out of 5 stars
Samsung always best,"Screen, camera, performance, sound, build quality all are best in class",Vaibhav,5 February 2018,5.0 out of 5 stars
One Star,Worst mobile battery drains very fast .....Once replaced mobile but same problem,Chethan,20 April 2018,1.0 out of 5 stars
Fantastic,A fantastic phone with amazing display screen... Just go for it.,Amazon Customer,23 February 2018,5.0 out of 5 stars
Hare Krishna,I am waiting for Nokia 7 Plus . A8+ se Better He. It is Not Waterproof but all Over Best in Class. Android One. Android 8 Orio is Up to date. 6000 Aluminium Body. A8+ 75% & Nokia 7+ 77% Body,Kajabhai D Patel,14 March 2018,3.0 out of 5 stars
Three Stars,Its slippery and slightly heavier than the regular handsets of its size.,Moloy Dutta,8 March 2018,3.0 out of 5 stars
... say off all the series note series is the best.. A-series is not upto my expectation,I have been using Samsung for the last few years and I must say off all the series note series is the best.. A-series is not upto my expectation..,Thricety Sangma,7 May 2018,3.0 out of 5 stars
The Galaxy A8+ is good — just not as good as other devices in this category.,"We'll get to how Samsung is responding to Xiaomi's threat in a few weeks' time, but for now, it's time to take a look at how the company is gunning after OnePlus with its latest device in the Galaxy A series. This is the Galaxy A8+ 2018.
I (Kshitiz) am writing this review after using the Galaxy A8+ as my daily driver for over two weeks in Hyderabad, India. The unit was provided by Samsung India, and was connected to Airtel's 4G network for the duration of the review. The device picked up a single software update with stability fixes and the January 1, 2018 security patch
GALAXY A8+ SPECS:
Operating System : Android 7.1.1 Nougat
Samsung Experience: 8.5
Display: 6.0-inch Super AMOLED 1080 x 2220 (411ppi)
Corning Gorilla Glass
Processor: Exynos 7885 Octa
2 x 2.2GHz Cortex A73, 6 x 1.6GHz Cortex A53
14nm FinFET
GPU: Mali-G71
RAM: 6GB
Storage: 64GB
Expandable: Yes, up to 256GB (dedicated slot)
Battery: 3500mAh
Charging: USB-C
Rear Camera: 16MP f/1.7, PDAF
1080p@30FPS
Front Camera; 16MP + 8MP, f/1.9
1080p video
Connectivity: Wi-Fi 802.11 ac, Bluetooth 5.0
FM radio, 3.5mm jack
GPS/AGPS, GLONASS
Security: One-touch fingerprint sensor at the back
Iris scanning
SIM: Dual SIM slot
Dimensions: 159.9 x 75.7 x 8.3mm
191g
Colors: Black, Gold
With the Galaxy A8+, Samsung is bringing over its Infinity Display design aesthetic over to the mid-range segment. Like the S8 series and the Note 8, the A8+ has an 18.5:9 panel with narrow bezels, but there are a few differences. First up, the display itself is FHD+ and not QHD+ like the flagships, and the panel isn't curved. So the overall effect isn't quite as breathtaking as what you'd get on the Note 8.
The A8+ has provision for two SIM cards and a microSD slot, but instead of a single SIM card tray, you get two. The slot for the first SIM card is located to the right of the device, and the tray for the secondary SIM card and the microSD slot is at the top of the phone. The overall design certainly won't turn any heads (let's call it Infinity Display Lite), but the A8+ still comes across as a premium device.
Galaxy A8+ Software:
For a device releasing in January 2018, it's inexcusable that the A8+ comes with Android 7.1.1 Nougat out of the box. It's possible that Samsung is saving the Oreo build for the Galaxy S9, which is set to make its debut on February 26. As a result, what we have with the A8+ is a software experience that should be immediately familiar if you've used a Samsung device in 2017.
And considering just how long it takes Samsung to roll out an update, it's entirely likely the Oreo update won't be available for the device until the next quarter (if not longer). Samsung has to contend with hundreds of regional variants and carrier models when it comes to platform updates, so it's understandable that they take time.
But there's nothing stopping the company from launching a new device with the latest version of Android, particularly when you consider that the first developer build for Oreo rolled out over ten months ago.
Should you buy it ❓A BIG NO❌❌
Aside from the fact that it runs Nougat out of the box, there's nothing particularly wrong with the Galaxy A8+. In fact, it's clear that the A8+ is the best device in the Galaxy A series thus far. However, while the South Korean manufacturer was perfecting its model for an affordable flagship, other brands haven't been idle.
The Galaxy A8+ retails for ₹32,999 ($520) in India, putting it squarely in the crosshairs of the OnePlus 5T, which costs exactly the same. The Mi Mix 2 is also on sale for the same price, so there certainly isn't a dearth of choice here.",Hari Parkash,5 May 2018,4.0 out of 5 stars
... using a8 plus I fill camera is not so good. Camera,"After using a8 plus I fill camera is not so good . Camera,s photo quality like cheap 8000 rs phone. No detailing in the photos .. i think not to buy this",samir,9 April 2018,3.0 out of 5 stars
Improvement Needed,"Phone is good at this price range as it looks premium, nice infinity display concept. However camera performance is not good in low light condition and portrait mode is also not so inpressive. Good hardware for gaming and other software support.
It could be more better..",Pradeep J.,13 February 2018,4.0 out of 5 stars
A beautiful handset with all prime features,"A beautiful handset with all prime features. Best camera quality and bright colours.
Best phone in this range.
Don't go with oppo vivo",Nakul,29 March 2018,5.0 out of 5 stars
Yet Another marvel from Samsung...,Good Display size... overall a all rounder phone that looks good in hand...,Manish Sharma,17 March 2018,4.0 out of 5 stars
Low light master,"I don't know about other's reviews, I fell in love with the device, it's day to day performance is great and camera was awesome. Mainly I should mention about rear camera's low light capturing. It's just amazing. Amazon delivered me in just next day I've ordered. Check out the low light pic I've taken in a8+ at 12 in the mid night with out any light. And the selfies are great as it was a selfie centric phone. I would like to suggest to but this rather than one plus 5t.. as it had great look and premium design, best front camera than 5t, Samsung branding and best service. 5t's performs better than a8+.. you can't notice that while on day to day usage.",Prudhvi,11 March 2018,5.0 out of 5 stars
Nice phone in terms of display looks feature and selfie ...,Nice phone in terms of display looks feature and selfie camera..back camera is also good but not up to the mark,Amazon Customer,2 February 2018,5.0 out of 5 stars
Owsome nd eligant Device....,Owsome Device it's look very elegant nd build quality is superb.Both camera back nd front takes superb quality of picture so I can say it's value for money product with the brand like Samsung.,yatendra paliwal,24 February 2018,5.0 out of 5 stars
then this is gonna be a Perfect pick at this price range,"If you wanna get all the features up to date in a single device,then this is gonna be a Perfect pick at this price range.",Ragu,25 March 2018,5.0 out of 5 stars
Not worth for the money. Go for Vivo r one plus.,"Worst mobile over highly priced while I'm buying it. Picture quality is ok. Not worth for the money. Vivo mobile for this price picture quality is amazing. Battery back up is ok heavy usage 5hrs and only for call and watsapp it last for one day. Quick charging is the only best option. Display clarity is good. Hangs some time. Network quality in this mobile very worst, very basic quality of the mobile is network, it doesn't have better network quality, if u people are very adjustable type like me, u can buy the mobile. Price now dropped to 24k very intelligent people these Amazon guys. I bought my mobile Jan 25th.",S.Dinesh Kumar,13 October 2018,2.0 out of 5 stars
Best of Samsung,Awesome phone. Camera and all specifications are very good. But price some high. Overall ok...,Nasir uddin Mondal,22 February 2018,5.0 out of 5 stars
Five Stars,Best from Samsung,Gopal Singha,26 January 2018,5.0 out of 5 stars
Five Stars,Excellent product Samsung Phone is awesome,MOHAN,5 February 2018,5.0 out of 5 stars
Best smartphone in this range,It is a best smartphone in this range of is quite big(6.0 inch) but it have infinity display and a good rear camera and a back camera,Somebody,7 February 2018,5.0 out of 5 stars
Five Stars,please improve packing quality for higher level products.,prakash bendre,24 January 2018,5.0 out of 5 stars
Three Stars,Its images are blur..,Amazon Customer,22 April 2018,3.0 out of 5 stars
Box phone,"Very bad phone. don't waste your money. I spent 30000 on this box phone.
Two times this got speaker problem voice were not coming and still have problem I will zero rating to samsung.",ANKIT.TYAGI,31 August 2018,1.0 out of 5 stars
Superb product...,Very satisfied with the performance..front camera is awesome and selfies clicked are very nice..phones gets charged very quickly..Overall a wonderful product...Highly recommended,Alok Kumar,8 March 2018,5.0 out of 5 stars
Excellent mobile by Samsung,"Good phone, good battery back up, good design, worth buying,I bought with 3d tempered glass,128gb micro sd card, back cover. Overall good performance.",Mohammed Zubair Ahmed,12 February 2018,5.0 out of 5 stars
Display owsm,very Good mobile samsung...Owsm Display...Looks primium....,Amazon Customer,13 March 2018,5.0 out of 5 stars
I totally happy with my new phone,"Phone is worth a buy.Despite heavy competition in this feature range,a8+ tops the list.Bigger screen,fast processor,ample inbuilt memory.I hope this phone shld have been given a much bigger battery. I totally happy with my new phone.",Amazon Customer,15 February 2018,4.0 out of 5 stars
Five Stars,,nishikant,14 February 2018,5.0 out of 5 stars
worth every bit..,"i used redmi phones for long enough and thought to switch, though 28k is quite a lot. however after reading lots of reviews, i preferred samsung a8+ over oneplus 5T as honestly, i dont care if asphault-airborne launch time is 1 min. more in samsung.. trust me I think i took the right decision. with 6gig ram, this is a flawless killer and camera - I have no words to say (check the uploaded photos) - ll speak for itself. And no doubt that the phone looks damn premium when you carry.. please go for it , you ll not regret..",Supratim B.,22 March 2018,5.0 out of 5 stars
As fas as My best of knowledge the product is awesome,"As fas as My best of knowledge the product is awesome. Using this from last one week every thing very exceptional, Camera quality is so awesome, battery back is so good. As far as price is concern ya its looks little with high but i am pretty happy with this",annu,4 March 2018,4.0 out of 5 stars
... more than a month now and i am bit disappointed with this phone,"Its been more than a month now and i am bit disappointed with this phone. Finger sensor doean't work sometimes, facing issue with touchscreen sensor. Also don't know how the phone gets unlocked when kept in pocket. Likewise there are few more issues which i am facing.",Javed,30 March 2018,3.0 out of 5 stars
i liked it,excellent phone with best front camera after a long time i bought samsung and like to keep it with me,Kariim Parmar,24 March 2018,5.0 out of 5 stars
:( not stisfied,dont buy this product touch is slow and dualsim not work propperly help me to refund this product ...this product has been worst priduct ever,amin,13 March 2018,1.0 out of 5 stars
Nice look Performance is good Camera is not up to ...,"Nice look
Performance is good
Camera is not up to the mark
Lil bit heavy
Overall good except camera",Amazon Customer,26 February 2018,4.0 out of 5 stars
Nice but camera not good as per its price.,Camera could be better.,Shubham,26 February 2018,3.0 out of 5 stars
Thats awsome with many features and good clarity. potrait mode is not available a bit ...,Thats awsome with many features and good clarity .potrait mode is not available a bit weight too.except weight a8plus is really good in all,Sahithya,21 March 2018,5.0 out of 5 stars
Its amazing phone as well as performance,"Its amazing phone as well as performance, great feature, amazing camera picture quality also amazing sharpness when taking photos & easy to handle....",Chetan G.,4 February 2018,5.0 out of 5 stars
Five Stars,"Great phone..
Excellent battery.
Nice display.
Good performance.
Rear camera performance not too good but ok.
Front camera amazing.",Amazon Customer,10 April 2018,5.0 out of 5 stars
Not Goood,Nice product .Good battery back up .Samsung should have given option with 5 or 5.5 inch display. At time it is getting heat .Slow processing speed is a problem. Amazon should work on delivery agent. This guy has deliverd the product at late light .Product was not packed in a right order also .Overall It's value for money deal,Deepanker,18 February 2018,4.0 out of 5 stars
Great phone,"Superb phone at this price, great features. Must buy.",Harsh,6 March 2018,5.0 out of 5 stars
The best mid ranger Samsung has made to date!!!,"A decent rear camera... Awesome front camera with dual lens... Live focus option... A really fast operating UI after the latest update... Decent battery life and really quickcharging time... With a good amount of Samsung features like Samsung Pay.... And the biggest feature of all.... The IP68 dust and water resistance rating.... No matter how much you try comparing it to other brands... You know it's Samsung... And there's nothing like it.! Oh... I forgot about that gorgeous 6"" Super AMOLED display that it boasts.... Just so you know... No other company or brand can beat the displays that Samsung makes!!! 🤩😘",Audi RJ,9 August 2018,5.0 out of 5 stars
Five Stars,Good mobile,Pravin Kumar,22 March 2018,5.0 out of 5 stars
Good not the best.,The phone is good. A bit heavy than the previous gen A7. Occasional software stutters. The rear camera recording could have been made a bit more better. A must buy. I feel the phone is a good competitor for OnePlus5T.,BALAJI D,24 February 2018,4.0 out of 5 stars
Good quality. Go for it.,Good quality. Go for it.,Swapnil,11 March 2018,5.0 out of 5 stars
Display quality,"Display quality is not as amoled. Even TFT or LCD display is better than this. Brightness level is very poor.
Please replace my phone.",vinod kumar sharma,21 February 2018,2.0 out of 5 stars
Good & Premium look Cons,"After 1 week of use
Pros:
1. Front Camera
2. Fast Charging
3. Good & Premium look
Cons:
1. Display, it really average
2. Andriod version.
3. No portrait mode from rear camera.",binoy,29 January 2018,4.0 out of 5 stars
Nice Phone,Nice Phone. I got it in offer also. As of now I can see the performance is really good. No issues,Santhosh Kumar LM,10 March 2018,5.0 out of 5 stars
Draining issue,"I got the product without any damage,safe packed.
Everything was good.the battery is draining every 3 min with one percentage .",Riyas Mohammed,27 February 2018,3.0 out of 5 stars
One Star,"not a good product, it hang guys dnt buy it",Amazon Customer,4 April 2018,1.0 out of 5 stars
Average phone,We have take through friends account during last dusserha sale.. camera quality is so-so. We are getting speaker issues already .. while talking in call there is lot of disturbance coming after the other person speaks. Battery is very nice lasts to 1to 2days. I would not suggest it though.. we get better Honor phones at a lesser price,krishnapriya,28 October 2018,3.0 out of 5 stars
